restaurant_name,location,cuisine,cost_for_two,rating
Dash In,BTM,"North Indian, Chinese, Kerala",,
Bruncherz,BTM,"North Indian, Chinese",,
Snaxup Restaurant,BTM,"North Indian, Fast Food, Beverages",,
Hunger Buds,BTM,North Indian,,
Tandoor-De-Naal,BTM,Fast Food,,
Tummy Delight,BTM,North Indian,,
Amaravati Grand,BTM,"Chinese, Andhra, Mangalorean",,
New Farm Fresh,BTM,"Italian, Pizza",,
Pothichor,BTM,Kerala,,
Hyderabadi Biryani Corner,BTM,"Hyderabadi, North Indian, Chinese",,
Amrutha Mess,BTM,Kerala,,
The French Loaf,BTM,"Bakery, Desserts, Sandwich",,
Bhaijaan Barbeques,Koramangala 7th Block,"Mughlai, Arabian, BBQ",,
Entropy Cafe,Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",,
Momo Hut,Koramangala 5th Block,"Chinese, Tibetan, Momos",,
7 Plates,Koramangala 5th Block,"Mughlai, Fast Food",,
Hyderabad Biriyani House,BTM,Biryani,,
Bewiched,HSR,"Fast Food, Sandwich, Burger",,
Daawat Restaurant Bar & Pub,Koramangala 7th Block,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",,
BelgYum,Koramangala 7th Block,Desserts,,
Dine in Restaurant,BTM,"South Indian, North Indian, Chinese",,
Sri Sharana Basaveshwara Khanavali,BTM,South Indian,,
Kombo King,BTM,"North Indian, South Indian",,
Top Foam Parantha Roll & Juice Centre,BTM,"North Indian, Chinese, Fast Food, Rolls",,
Ambur Azad Darbar,BTM,"North Indian, Fast Food, Biryani",,
Amravathi Restaurants & Caterers,BTM,"North Indian, Chinese",,
Shawarma Bae,BTM,"Beverages, Fast Food",,
Choco Monk,BTM,Desserts,,
Brew Cafe,BTM,Fast Food,,
Watheen Nuts,BTM,Desserts,,
Traffic,BTM,"Beverages, Burger, Fast Food",,
Chutneys Tiffin Center,BTM,"South Indian, Andhra, Chinese",,
Five Star New Ambur Biryani,BTM,"Biryani, North Indian, Kebab, Chinese",,
Fluffer Nutter,BTM,Beverages,,
Bhoja99,BTM,North Indian,,
UKIYO,BTM,"Beverages, Sandwich, Chinese",,
Coal Grill & Cafe,BTM,Arabian,,
Murali Military hotel,BTM,"Biryani, South Indian",,
Hyderabadi Biryani House,BTM,Biryani,,
Chai Makhan,BTM,"Arabian, South Indian",,
Cafe Sulaimani,BTM,"Kerala, South Indian, Biryani",,
Chocolate Bomb,BTM,Bakery,,
Tit Bits,BTM,"North Indian, Fast Food",,
Desi Urbane,BTM,"North Indian, Chinese, Biryani",,
Rayalaseema Abhiruchulu,BTM,"North Indian, South Indian, Chinese",,
GR Foods,BTM,"Andhra, Biryani",,
New Udupi Dharshini,BTM,"South Indian, Chinese",,
Ice N Spice,BTM,"Ice Cream, Beverages, Fast Food",,
Svadu Sweets,BTM,"Street Food, Mithai",,
La Mirch,BTM,"North Indian, Kashmiri",,
The Fresh Wok,BTM,Asian,,
TRIGEREATO,Koramangala 8th Block,"Cafe, Continental, Beverages",,
Night Cafe,BTM,"North Indian, Chinese, Fast Food",,
The Enav Bowl,Koramangala 5th Block,"Healthy Food, Beverages, Mexican, Burger, Italian",,
Savandh's Kitchen - Donne Biryani,BTM,"Biryani, South Indian",,
late100,BTM,"North Indian, Kebab",,
Y Not Shawarma,BTM,Arabian,,
Foodies Club,BTM,"South Indian, Chinese, North Indian, Sandwich, Rolls",,
Homifoo,BTM,North Indian,,
Deepam Tiffins,BTM,"South Indian, North Indian, Chinese",,
Uncle's Kitchen,BTM,"North Indian, Chinese, Fast Food",,
Combo Box,BTM,"North Indian, Biryani, Chinese",,
What the Food,BTM,"North Indian, Chinese, Fast Food",,
Around The Corner,BTM,"North Indian, Chinese, Fast Food",,
sCoolMeal,BTM,"North Indian, South Indian, Chinese, Pizza",,
Tandoor Hub & Golmaal Paratha,BTM,North Indian,,
So-Fat's Dosas,BTM,South Indian,,
Singh Da Dhaba,BTM,North Indian,,
Two States,BTM,"North Indian, South Indian, Chinese, Street Food",,
SoopeRolls,BTM,"Fast Food, Rolls",,
BongHomie,BTM,"Bengali, North Indian",,
Adithya Family Restaurant,BTM,South Indian,,
Ambur Biriyani Point,BTM,Biryani,,
Gobi Gate,BTM,Chinese,,
Parivaar,BTM,"Biryani, North Indian, Chinese",,
Alechemy,BTM,North Indian,,
Malnad Military Hotel,BTM,"South Indian, Chinese",,
SM Fast Food,BTM,"South Indian, North Indian",,
Royal Hyderabadi Nights,BTM,Hyderabadi,,
D Italy,BTM,Italian,,
Hungry Nights,BTM,"Chinese, North Indian",,
Shater Grill House,BTM,"North Indian, Arabian, Chinese",,
Pizza D Italy,BTM,Italian,,
Amara Food Point,BTM,South Indian,,
Night Bell,South Bangalore,"Fast Food, North Indian",,
Ruchi's Foodies Blast,BTM,"Chinese, North Indian",,
Eaternet,BTM,"North Indian, Chinese, Street Food",,
NY8LIFE,BTM,"North Indian, Rolls, Biryani",,
Shangai Sun,BTM,"Asian, Chinese",,
My Dabeli & My Pizza,BTM,"Pizza, Burger",,
Asia In A Box,Koramangala 1st Block,"Thai, Asian",,
Imperial Restaurant,Koramangala 6th Block,"Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",,
Mongolian Kitchen,BTM,"Chinese, Mongolian",,
Chef All Nite,BTM,"Chinese, North Indian",,
Lassi Top,Koramangala 4th Block,"Beverages, Ice Cream",,
The Hidden Cafe,Koramangala 1st Block,"North Indian, Fast Food",,
Momo Junction,BTM,"Fast Food, Momos",,
The Shawarma Inc,Koramangala 5th Block,"Arabian, Fast Food",,
Cashmere Nites,Koramangala 6th Block,Kashmiri,,
Night Hawks,HSR,"Biryani, Fast Food, North Indian, Chinese",,
Some Mo',Koramangala 6th Block,"Momos, Fast Food",,
Appam & Curry,Koramangala 1st Block,"Kerala, South Indian",,
Nutrition on Wheels,BTM,Healthy Food,,
Hungry Queen,HSR,"North Indian, Chinese, Fast Food",,
Grill N Chill,BTM,"North Indian, Chinese",,
Desi Vibes,BTM,"North Indian, Chinese",,
Hotel Archana Grand,Bommanahalli,"Chinese, North Indian",,
Chakh Le india,Bommanahalli,"North Indian, Chinese",,
2nd Home Restaurant,BTM,"South Indian, North Indian, Chinese",,
Hello Brother Hotel,HSR,"North Indian, Chinese",,
Wakeup Cafe,HSR,"Fast Food, Beverages",,
Kallummakkaya,BTM,"South Indian, North Indian",,
Chill-Um Cafe,Koramangala 6th Block,"Cafe, Chinese, Continental",,
Abhiruchi,HSR,"Andhra, Chinese, Biryani",,
Tentacles,BTM,"North Indian, Chinese, Seafood",,
Cafemoto,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",,
Kapoor's Biriyani,BTM,"Biryani, North Indian",,
Kokomo,Koramangala 6th Block,"Thai, Chinese",,
Keep It Straight Cafe,HSR,"Cafe, North Indian, Fast Food",,
Sethi's,HSR,"North Indian, Chinese, BBQ",,
Rollin,Koramangala 4th Block,"Continental, Pizza, Chinese",,
Donne Biriyani House,HSR,Biryani,,
Smiley's Kitchen,Koramangala 1st Block,"North Indian, Fast Food",,
Habitts,BTM,"Fast Food, Sandwich, Italian",,
Waffle In The Box,HSR,Desserts,,
Kolkata Famous Katti Rolls,BTM,"Fast Food, Rolls",,
Al Habibi Restaurant,BTM,"North Indian, Chinese",,
BTM Bawarchi Biryani,BTM,"Biryani, North Indian, Chinese",,
Punjabi Chulha,Koramangala 1st Block,North Indian,,
Under The Hood,Koramangala 1st Block,"Salad, Healthy Food, Street Food",,
Berry'd Alive,Koramangala 5th Block,Desserts,,
Ghar Ka Khana,Koramangala 1st Block,North Indian,,
Burger Lounge,Koramangala 5th Block,"Burger, Fast Food, Beverages",,
The Kream Story,Koramangala 7th Block,"Desserts, Fast Food",,
AutoExpress - Hot Dogs,HSR,Fast Food,,
Super Thali,BTM,North Indian,,
Banana Beach Bar,Koramangala 6th Block,"Continental, Chinese",,
Taza Khaana,HSR,"Chinese, North Indian",,
Hunger Night King,Koramangala 2nd Block,"North Indian, Chinese",,
Ilyazsab Shawarma Cafe,Jayanagar,"Fast Food, Rolls",,
Lunch & Munch,BTM,"North Indian, Fast Food, Beverages",,
Double Blend,BTM,"Beverages, Juices, Ice Cream",,
Ande Ka Funda,BTM,North Indian,,
Mist n Creams,Ejipura,Ice Cream,,
Wat-a-Biryani,Koramangala 4th Block,Biryani,,
Hasini Foods,Koramangala 4th Block,"Andhra, Chinese, North Indian",,
Kataria's Home Food,BTM,North Indian,,
Night Spoon,BTM,"Biryani, Chinese, North Indian",,
Gilly's Restobar,Koramangala 5th Block,"Finger Food, Continental, North Indian",,
The Night Watch Express,Koramangala 1st Block,"North Indian, Chinese",,
Pensiri Cafe,HSR,North Indian,,
Marunadan Kada,BTM,"Kerala, Tea",,
Happy Eats,Koramangala 7th Block,"North Indian, Continental",,
The Kitchen Bandit,Koramangala 2nd Block,"Chinese, North Indian, Fast Food",,
Siddique Kabab Centre,Jayanagar,"Mughlai, Kebab, Chinese",,
Fresh Bites,Koramangala 1st Block,"Italian, Fast Food",,
Cake Fantasy,Koramangala 4th Block,"Desserts, Bakery",,
Lassi Pot,BTM,Beverages,,
Royal View Restaurant,BTM,"North Indian, Chinese, Arabian",,
Ober Cafe,Koramangala 1st Block,"Fast Food, Desserts",,
Sids Cafe,Koramangala 5th Block,Fast Food,,
Mealsbaba,HSR,North Indian,,
Tawa,Koramangala 1st Block,North Indian,,
The Kitchen Story,HSR,"North Indian, Chinese",,
Ambur Hot Dum Biryani,BTM,Biryani,,
House of Chaaps,Koramangala 1st Block,"North Indian, Rolls",,
Egg Star,HSR,"Healthy Food, Sandwich",,
Lucky's Biriyani Point,HSR,"Biryani, South Indian, North Indian, Fast Food",,
Nuty,HSR,"North Indian, Biryani",,
Mistaan Sweets And Chaat,HSR,"Street Food, Mithai",,
Khichadiwala,HSR,North Indian,,
Raptures Chocolates,Koramangala 4th Block,Desserts,,
Nile Garden Restaurant,BTM,"North Indian, Fast Food, Chinese, Beverages",,
Kullukki,Koramangala 5th Block,"Juices, Beverages, Fast Food",,
Big Wong XL,Koramangala 5th Block,"Chinese, Sushi, Asian, Thai",,
Nagarjuna,Koramangala 5th Block,"Andhra, North Indian, Biryani",,
Kritunga Restaurant,Koramangala 5th Block,"Andhra, Biryani, North Indian, Chinese",,
Khawa Karpo,Koramangala 5th Block,"Chinese, Tibetan, Momos",,
The Himalayan,Koramangala 5th Block,Korean,,
Art of Delight,Koramangala 5th Block,"Ice Cream, Desserts, Beverages",,
Side Street Kitchen,Koramangala 5th Block,"Kerala, Chinese, Fast Food",,
The Home Kitchen,Bommanahalli,North Indian,,
Food And You,Koramangala 5th Block,"North Indian, Gujarati",,
Crave Bite,Jayanagar,"Chinese, Italian, Fast Food, Momos",,
Curries & Pickles,Bommanahalli,"Andhra, Chinese",,
Biryani Knights,JP Nagar,Biryani,,
D-Ra's Delicacy,Koramangala 7th Block,"Chinese, Bakery",,
Home Treats,JP Nagar,"Bakery, Desserts",,
Rahar Momo & Cane,Marathahalli,Fast Food,,
ThugLife Rolls,Hosur Road,Rolls,,
Dum & Oven,HSR,"North Indian, Hyderabadi, Continental",,
Now Momos,Koramangala 7th Block,"Chinese, Fast Food, Momos",,
Ammi's Biryani,Bommanahalli,"Biryani, North Indian",,
Midnight Express,Koramangala 5th Block,"North Indian, Chinese, Continental",,
Hungry Bowl,Koramangala 5th Block,"North Indian, Chinese, Italian",,
Midnight Hunger Solutions 24/7,Koramangala 5th Block,"North Indian, Mughlai, Chinese",,
Owly,Koramangala,"Fast Food, North Indian",,
Royal Lunch Home,Koramangala 2nd Block,North Indian,,
Best Biryani,HSR,"North Indian, Biryani",,
Food Goodie,HSR,Biryani,,
Midnight Special,HSR,"North Indian, Fast Food, Chinese",,
Choo Zi,Koramangala 5th Block,Chinese,,
Star Bowl,HSR,"North Indian, Chinese, Rolls",,
Petoo,Koramangala 1st Block,"North Indian, Fast Food, Street Food",,
Dazu Momoz,BTM,"Tibetan, Momos",,
Hottey Smokey,HSR,"Asian, Salad, Italian",,
Kebarbiq,Koramangala 7th Block,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",,
Red Bawarchi,BTM,"Biryani, Chinese, North Indian",,
Snack Souq,BTM,"Chinese, Rolls",,
Pakiza Dilli Darbar Restaurant,BTM,Biryani,,
Intriicake,HSR,"Bakery, Desserts, Italian, North Indian, Fast Food",,
Queen Pearls,Ejipura,Pizza,,
Sunny's Kitchen,HSR,"Continental, American",,
Wedding Biryani,HSR,"Biryani, Kebab",,
Halo Chef,Koramangala 4th Block,North Indian,,
Natuna Seafood House,Koramangala 5th Block,Seafood,,
TangyLicious,BTM,Fast Food,,
The Duke of Juices,HSR,"Juices, Beverages, Salad",,
Gourmet Food Truck,South Bangalore,Chinese,,
Chination,Koramangala 4th Block,Chinese,,
Delhi Food Factory,Koramangala 4th Block,North Indian,,
Hungry Stone,Koramangala 5th Block,"North Indian, Chinese, Italian, Thai",,
Delicious Demons,Koramangala 1st Block,Continental,,
The Rice Company,Koramangala 4th Block,"North Indian, Biryani",,
HungerLoft,BTM,"North Indian, Chinese, Arabian",,
Zero Kelvin,Koramangala 4th Block,"Desserts, Beverages",,
Ocean,Koramangala 6th Block,"Mexican, Continental, Italian, Chinese",,
Kulfi & More,BTM,"Ice Cream, Beverages",,
Biryani Rooh-e-Khaas,Koramangala 1st Block,"Biryani, Mughlai",,
Punjabi Unplugged,Koramangala 1st Block,North Indian,,
Sagar Fast Food,BTM,"South Indian, Chinese, North Indian",,
Subham Pal Kitchen,Koramangala 1st Block,"North Indian, Chinese",,
The Retro,Koramangala 7th Block,"Chinese, Burger",,
Raj Darbar,Koramangala 6th Block,"North Indian, Chinese, Bengali",,
Akshaya Grand,BTM,North Indian,,
House Of Commons,Koramangala 5th Block,"Continental, Asian, North Indian",,
Happy Brew,Koramangala 5th Block,"Continental, American, Chinese, BBQ, Salad",,
Krishna Grand,HSR,South Indian,,
Chawla's 2 Online.com,HSR,North Indian,,
Namms Cafe,Koramangala 2nd Block,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",,
Bare Grills,Koramangala 6th Block,"Rolls, BBQ, Kebab",,
Rayalaseema Ruchulu,BTM,"Andhra, North Indian",,
Mr.Khana Khazana,HSR,North Indian,,
M World Cafe,Koramangala 1st Block,Cafe,,
Chai Kraft,BTM,"Beverages, Tea",,
Namaste Kitchen,Koramangala 5th Block,"North Indian, South Indian, Chinese",,
India On Wheels,Koramangala 3rd Block,North Indian,,
Wings Mama,HSR,"American, Fast Food",,
Naati Biriyani,BTM,"Kebab, Biryani",,
Manashi Paratha & Pav Bhaji,HSR,"Fast Food, North Indian",,
California Burrito,Koramangala 5th Block,"Mexican, Fast Food",,
Royal Treat,Koramangala 5th Block,"North Indian, Chinese, Biryani",,
Moghul Durbar Restaurant,Jayanagar,"North Indian, BBQ, Kebab, Rolls",,
Checkpost,JP Nagar,"South Indian, Seafood, North Indian, Beverages",,
Anjappar,Koramangala 4th Block,"Chettinad, South Indian",,
Nandhana Palace,Koramangala 4th Block,"Andhra, Biryani, North Indian, Chinese",,
Indian Coffee House & Restaurant,Koramangala 5th Block,"South Indian, North Indian, Chinese",,
Samosa Party,Koramangala 5th Block,"Street Food, Fast Food",,
Johnny Fox,Hosur Road,"North Indian, Chinese",,
Baba Da Dhaba,Koramangala 7th Block,North Indian,,
The ThickShake Factory,Koramangala 7th Block,"Beverages, Juices",,
Navya Andhra Style Restaurant,Hosur Road,"North Indian, South Indian",,
Hari Super Sandwich,Jayanagar,"Fast Food, Street Food",,
Taj Durbar,Jayanagar,"North Indian, BBQ",,
Hatti Punjab Di,HSR,"North Indian, Chinese",,
Hyderabad Bawarchi,Jayanagar,"North Indian, Biryani, Chinese",,
Shree Thali,Koramangala 5th Block,North Indian,,
Gundappa Donne Biryani,Koramangala 7th Block,Biryani,,
Ambur Biryani,Koramangala 3rd Block,"Biryani, Chinese",,
Panjabi Dhaba,Bommanahalli,"North Indian, Chinese",,
Shake It Off,Bommanahalli,Beverages,,
Star Kitchen,Bommanahalli,"Chinese, North Indian, Biryani",,
Sree Banashankari Donne Biriyani,Rajajinagar,"North Indian, Kebab",,
Swa-Desh A Family Restaurant,Koramangala 1st Block,North Indian,,
Mayuri Andhra Mess,Koramangala 5th Block,"Andhra, Biryani",,
North Indian And Bengali Mess,Koramangala 5th Block,"North Indian, Bengali",,
The Donut Baker,Koramangala 7th Block,Desserts,,
Food Theory,HSR,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",,
Momos Corner,HSR,Chinese,,
Rotti Mane,Jayanagar,South Indian,,
Aroma Cafe,HSR,"Rolls, Sandwich",,
Meal In A Box,Koramangala 7th Block,Street Food,,
Panwaadi,Koramangala 4th Block,"Desserts, Paan",,
Fresh Kitchen,HSR,"North Indian, Chinese",,
Multi Cakes,JP Nagar,"Bakery, Desserts",,
Richbite Catering,Bommanahalli,Andhra,,
Cake Art,JP Nagar,Bakery,,
Baker's Treat,Koramangala 7th Block,"Bakery, Desserts",,
Juice And Joy,Jayanagar,"Beverages, Fast Food",,
TeaChaTe Express,JP Nagar,"Fast Food, Tea",,
SAATHVIK Cafe Chats,JP Nagar,"North Indian, Street Food",,
Mama's Cuisine,Bommanahalli,"Fast Food, Desserts",,
Hot and Spicy Restaurant,Bommanahalli,Chinese,,
Pai's Kitchen,Koramangala 2nd Block,South Indian,,
Good Bread,JP Nagar,"Bakery, Desserts",,
UNIK Food,Jayanagar,"North Indian, Chinese",,
Kadala Mane,JP Nagar,Seafood,,
Food Magic,HSR,"North Indian, Chinese",,
Lakshmi Sweets,Jayanagar,Mithai,,
Natha & Lobo's,Jayanagar,"Chinese, North Indian",,
Baking Delite,Koramangala 7th Block,Desserts,,
Guntur's Vandanam Food Zone,Koramangala 1st Block,"Andhra, Chinese, North Indian",,
Ghar Ka Aahar,Bommanahalli,North Indian,,
Juice & Burger Cafeteria,HSR,"Fast Food, Beverages",,
Tandoor Dum,JP Nagar,North Indian,,
FNC Seafood,Koramangala 5th Block,"Seafood, Fast Food",,
Desi Curry,HSR,North Indian,,
Maa ka Dabba,Bommanahalli,"North Indian, Fast Food",,
SLV Hotel,Bommanahalli,"South Indian, Chinese",,
Raja Foodpath,Bommanahalli,"North Indian, South Indian, Chinese",,
Darjeeling Hot Momos,Koramangala 5th Block,"Momos, Fast Food",,
Sri Annapoorna Andhra Mess,Koramangala 5th Block,Andhra,,
Surabhi Restaurant,Hosur Road,"South Indian, North Indian, Chinese, Desserts, Fast Food, Ice Cream",,
I-Scoop Cafe,Jayanagar,"Fast Food, Pizza, Desserts",,
Kyakhanahai,Koramangala 5th Block,"North Indian, South Indian",,
Le Rosa Restaurant,HSR,"North Indian, Mughlai, Biryani",,
Mysore Carnival Restaurant,Koramangala 6th Block,"Chinese, Kerala, North Indian, South Indian",,
SVR Foods - Night Ka Khana,JP Nagar,"North Indian, South Indian",,
Ronnie's Kitchen,Koramangala 5th Block,Chinese,,
The Tower Of Pizza,Koramangala 5th Block,"Pizza, Italian",,
Indian Dhaba,HSR,"North Indian, Chinese",,
Mom's Kitchen,HSR,North Indian,,
Cupcake Bliss,Koramangala 7th Block,Bakery,,
Banashankari Donne Biriyani,Koramangala 7th Block,"South Indian, Biryani",,
Daily & Divine,Koramangala 5th Block,"Fast Food, Juices",,
S.W.A.T Food Truck,Koramangala 5th Block,"American, Fast Food",,
Juicy Cafe,HSR,"Juices, Beverages, Fast Food",,
The Little Kitchen,Jayanagar,"Chinese, Momos",,
The Night King,Koramangala 7th Block,"North Indian, Chinese",,
Niice Cream,Koramangala 5th Block,"Ice Cream, Beverages, Desserts",,
Prakruthi Restaurant,Bommanahalli,"Andhra, North Indian",,
Chai Mane,Koramangala 5th Block,"Juices, Fast Food",,
Sandwich Manne,JP Nagar,Fast Food,,
SS Food Point,HSR,"South Indian, Biryani",,
Karnataka Biriyani Centre,Jayanagar,Biryani,,
Desi Breakk,HSR,North Indian,,
TGS Retails,HSR,"Bakery, Desserts",,
Innate,Koramangala 7th Block,Beverages,,
Grand Chillies,HSR,"North Indian, Chinese, Biryani",,
Kanha's Kafe,Koramangala 5th Block,"Awadhi, Bihari, Fast Food, Ice Cream, Mithai",,
Edigo,Electronic City,"North Indian, South Indian, Chinese",,
Sandwich Souk,Bommanahalli,"Chinese, Sandwich, Juices",,
Meraki Kitchen,Bommanahalli,Desserts,,
Creamiester Ice Creams,Koramangala 4th Block,"Desserts, Ice Cream, Beverages",,
Food n Fit,Koramangala 7th Block,"North Indian, Chinese",,
Sri Sai Lakshmi,HSR,South Indian,,
Ludhiana Junction,Koramangala 3rd Block,"South Indian, Rajasthani",,
Al Baith,Koramangala 7th Block,"North Indian, Chinese",,
WanderCrust,HSR,Pizza,,
FrostBite,Koramangala 5th Block,"Desserts, Fast Food",,
Jodhpur Jaika,Bommanahalli,"North Indian, Street Food",,
Lets cafe,Koramangala 5th Block,"Chinese, North Indian",,
Homfrez.com,Koramangala 1st Block,"Biryani, Chettinad, Kerala, Maharashtrian, North Indian",,
Malabar Mint,Koramangala 5th Block,"Kerala, North Indian, Chinese",,
Snaiksa Foods,HSR,"North Indian, South Indian",,
Food Treat,Koramangala 1st Block,"North Indian, Chinese, Kerala",,
The Denny's,Jayanagar,"North Indian, Chinese",,
Sri Lakshmi Dhaba,Bommanahalli,"North Indian, Chinese",,
Nonveg Dreams,Koramangala 2nd Block,"North Indian, South Indian",,
Cafe Longing,BTM,Fast Food,,
Lime Twist,Koramangala 5th Block,"Fast Food, Beverages",,
Hotel Palace,HSR,"Biryani, Chinese",,
Desi Vdesi,BTM,"Fast Food, North Indian, Rolls",,
Tasty Khaana Khazana,Bommanahalli,North Indian,,
Chaai Resto,Koramangala 5th Block,Beverages,,
Navab's,Koramangala 6th Block,"North Indian, Chinese",,
SNACKOMATE,Koramangala 5th Block,Fast Food,,
House Of Lassi,Bommanahalli,"Beverages, Fast Food",,
Lassi Pot,HSR,Beverages,,
Aaranya Restaurant,HSR,"North Indian, Chinese, Mughlai",,
Kerala Mess,Koramangala 1st Block,Kerala,,
Hot & Cold Hut,Koramangala 4th Block,"Fast Food, Rolls, Juices",,
Sreeraj Lassi Bar,BTM,Beverages,,
Cilantro,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",,
The Open Cafe,HSR,"Cafe, Chinese, Continental",,
Rimo,Koramangala 5th Block,"Tibetan, Asian, Momos",,
Yum's The Word!,Koramangala 4th Block,Chinese,,
Hot Cross Bun,Koramangala 6th Block,Fast Food,,
Midnight Joe's,HSR,"Burger, Fast Food, Finger Food",,
Loukya Veg Restaurant,Bommanahalli,"North Indian, South Indian, Chinese",,
Bullet Biryani,BTM,Biryani,,
Bajji House,HSR,Street Food,,
Biryani Spot,BTM,"South Indian, Biryani",,
Samosa Singh,HSR,"North Indian, Mithai",,
FoodNite,BTM,"North Indian, Chinese, Fast Food",,
Aata's Kitchen,Koramangala 1st Block,"South Indian, North Indian",,
Harilal ka Bihari Dhaba,Koramangala 1st Block,"North Indian, Bihari",,
Desserts Tree,Koramangala 1st Block,"Mithai, Desserts",,
Om Sweets & Snacks,Koramangala 5th Block,"Mithai, Oriya, Bengali",,
Momos Corner,Bommanahalli,"Chinese, Rolls, Momos",,
Royal's Biryani,BTM,Biryani,,
Healthy Yummy Food Restaurant,HSR,"Beverages, North Indian, Chinese, Italian",,
Shabari Kitchen,Koramangala 1st Block,"South Indian, Chinese",,
